Attribute_Name,ObjectID,NumOID,ImportID,ContainerID,Num_ContainerID,Mandatory,DataType_Kind,Value_Type,Formula,ScopeEntityID,Num_ScopeEntityID,Domain_ID,Num_Domain_ID,Logical_Type_ID,Num_Logical_Type_ID,Distinct_Type_ID,Num_Distinct_Type_ID,Structured_Type_ID,Num_Structured_Type_ID,Collection_Type_ID,Num_Collection_Type_ID,Check_Constraint_Name,Default_Value,Use_Domain_Constraint,Domain_Name,Logical_Type_Name,Structured_Type_Name,Distinct_Type_Name,Collection_Type_Name,Synonyms,Preferred_Abbreviation,Relation_ID,Num_Relation_ID,Entity_Name,PK_Flag,FK_Flag,Relation_Name,Sequence,T_Size,T_Precision,T_Scale,Data_Source
Abstract instrument role type,32CE7AED-EF83-4052-2F1F-3C89EF24C7BE,1169,,21979073-EB8D-2274-D417-60619E4EF596,509,Y,Domain,,,,,CD328C69-0F1D-09CF-E2CA-2B27A0C9A75B,1,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Abstract instrument role type,String,,,,,ABSTRCT_INSTRMNT_RL_TYP,,,Abstract instrument role,,,,1,1,,,
Accounting classification,3734CE74-2D6C-7ABA-B3E6-8D41C289FAFE,1170,,2F2741D3-5A9B-84B6-79A0-B1F2C0C6DB6E,539,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,CC779237-1E1A-7E4C-3981-24D3D48EC0B2,3392,Balance sheet recognised exchange tradable derivative liability position,,F,Accounting classification for financial liabilities specifies Balance sheet recognised exchange tradable derivative liability position,3,2,,,
Accounting classification,F799EB9C-9D18-4E62-B632-8C186CFBF0A8,1171,,FB69AB11-CA2F-CB73-8B7F-7D06ABB9DDE3,583,Y,Domain,,,,,B55403CF-E495-4846-B034-10BB6A3F7AE2,3,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification applicable to off-balance sheet items,String,,,,,ACCNTNG_CLSSFCTN,,,Credit facility,,,,23,3,,,
Accounting classification,4F16D2F2-6CD4-3D16-0AB5-F958059F75B8,1172,,02BFA482-6B90-AEDD-2AF3-894CCAC2D420,511,Y,Domain,,,,,7631EDCB-3034-4948-BBCA-3908FF5794F5,4,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for assets,String,,,,,ACCNTNG_CLSSFCTN,,,Accounting classification for financial assets,P,,,1,2,,,
Accounting classification,211FCE7D-5938-EEA0-3326-CDD40E838077,1173,,6EC9BBB2-EB91-A986-6E0C-0C7B64929A33,512,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,,,Accounting classification for financial liabilities,P,,,1,2,,,
Accounting classification,4BEAFB4A-542B-27DA-14C4-6DE9097CB13F,1174,,87A7E2A8-7B0B-7ADB-78C7-5009CB4438EF,510,Y,Domain,,,,,88DEBCF8-9F9A-8601-FA1C-0E4B7A1D51DF,7,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification type,String,,,,,ACCNTNG_CLSSFCTN,,,Accounting classification,,,,1,1,,,
Accounting classification,F3C7061B-EDCC-8CB9-5055-CFF0E40AD9B0,1175,,101580C7-7A41-DBA0-F668-CA0B21D0D2A3,612,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,F79F9B50-4EB2-5A02-7DDE-9EF1B08936E1,3390,Debt security issued (by the reporting agent),P,F,Accounting classification for financial liabilities classifies Financial liability in the form of Debt security issued (by the reporting agent),4,2,,,
Accounting classification,9F7E9653-D2C5-1B57-07F8-8274CB5F7A7A,1176,,17E1B4A1-D286-0C7B-412E-060CBFE6C8A5,823,Y,Domain,,,,,7631EDCB-3034-4948-BBCA-3908FF5794F5,4,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for assets,String,,,,,ACCNTNG_CLSSFCTN,62318E99-35FE-41E4-AE25-462F706A903D,3388,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment,P,F,Accounting classification for financial assets is applied to Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment,8,2,,,
Accounting classification,52FC38F9-08B9-BB77-25AF-A458B51C41AF,1177,,B5819EC6-25AB-CE81-2AF6-A357F93FAD4A,544,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,C5D39143-DE7C-78D4-3FEF-C4F06F124015,3391,Balance sheet recognised financial liability instrument,,F,Accounting classification for financial liabilities is applied to Balance sheet recognised financial liability instrument(s),2,2,,,
Accounting classification,ADE0880F-1372-C328-FAE3-7B5F12B0775F,1178,,D98528DD-4340-7068-DCF4-FC4EE2F41DB4,540,Y,Domain,,,,,7631EDCB-3034-4948-BBCA-3908FF5794F5,4,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for assets,String,,,,,ACCNTNG_CLSSFCTN,684805F4-C777-14AF-6645-FAB5C87F2545,3387,Balance sheet recognised financial asset instrument,,F,Accounting classification for financial assets is applied to Balance sheet recognised financial asset instrument(s),2,2,,,
Accounting classification,5E617008-A654-255B-D66C-9977D8E4360D,1179,,F7CE6C6C-5F4E-2BA8-B205-B1E9F0BB3D0E,906,Y,Domain,,,,,B55403CF-E495-4846-B034-10BB6A3F7AE2,3,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification applicable to off-balance sheet items,String,,,,,ACCNTNG_CLSSFCTN,,,Off-balance sheet item given instrument,,,,9,3,,,
Accounting classification,1946630E-A819-A654-E4E3-B32722335684,1180,,9CEA1E08-F628-512F-3E1B-DD6B6B517EB1,824,Y,Domain,,,,,7631EDCB-3034-4948-BBCA-3908FF5794F5,4,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for assets,String,,,,,ACCNTNG_CLSSFCTN,F1D03CE8-E498-BD89-5CA1-6ADF2BA271E8,3655,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment derived data,P,F,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment may have Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment derived data,8,2,,,
Accounting classification,F62A3590-EA26-7D8D-AF1D-91C95DF7D27E,1181,,CD8E5291-A87C-578E-7536-20CECA5FA9A0,537,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,B36E4B03-7CD3-A326-4A20-DA3B42A3FD19,3389,Balance sheet recognised exchange tradable derivative asset position,,F,Accounting classification for financial liabilities classifies Balance sheet recognised exchange tradable derivative asset position,1,2,,,
Accounting classification,7350ED63-43C3-7B58-11B0-00A04395D541,1182,,8F67F20B-41BF-6D1D-9D6F-D70B8FCC1937,613,Y,Domain,,,,,A553F1FA-51FD-48C2-A80A-426CA94AD34E,5,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting classification for liabilities,String,,,,,ACCNTNG_CLSSFCTN,7AEEABF3-5492-AAD1-53FA-4D2309EA7B5F,3486,Debt security issued (by the reporting agent) Traditional securitisation assignment,P,F,Debt security issued (by the reporting agent) comprises Debt security issued (by the reporting agent) Traditional securitisation assignment,7,2,,,
Accounting hedge indicator,B18A7A81-90B8-3F1C-E981-73A176B7292C,1183,,8A8D0D02-20AB-A34A-0960-5F899B0B8A56,647,Y,Domain,,,,,67BB8028-D0A7-E1BE-DD13-29EB4D4788D9,9,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting hedge indicator,String,,,,,ACCNTNG_HDG_INDCTR,D890C458-ECFE-6859-01DC-66EB60228335,3394,Equity instrument that is not a security,,F,Accounting hedge type classifies Equity instrument that is not a security,1,1,,,
Accounting hedge indicator,45F25E4F-C721-AF03-C572-EF16669A5A7A,1184,,B6FD5D89-A17A-4780-AA57-0259F91E0630,792,Y,Domain,,,,,67BB8028-D0A7-E1BE-DD13-29EB4D4788D9,9,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting hedge indicator,String,,,,,ACCNTNG_HDG_INDCTR,5D0257F8-DFB0-6374-2496-53FAA95E0908,3395,Loan (excluding repurchase agreement) and advance,,F,Accounting hedge type classifies Loan (excluding repurchase agreement) and advance,3,1,,,
Accounting hedge indicator,00A742EC-C653-8B15-9108-F65DE9BC4715,1185,,EE7AABF7-53FD-1A4B-D940-7E228C87F604,960,Y,Domain,,,,,67BB8028-D0A7-E1BE-DD13-29EB4D4788D9,9,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting hedge indicator,String,,,,,ACCNTNG_HDG_INDCTR,1C14BA74-97DA-DDAA-254D-967FF6802DC7,3396,Over the counter (OTC) Derivative as a hedge,,F,Accounting hedge type classifies Over the counter (OTC) Derivative as a hedge,1,1,,,
Accounting hedge indicator,EF44B445-F91D-BE3C-02CE-650116CBA4EF,1186,,101580C7-7A41-DBA0-F668-CA0B21D0D2A3,612,Y,Domain,,,,,67BB8028-D0A7-E1BE-DD13-29EB4D4788D9,9,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting hedge indicator,String,,,,,ACCNTNG_HDG_INDCTR,BAFCCA3C-EBA2-296C-C1F8-C8A9DB552CE5,3393,Debt security issued (by the reporting agent),,F,Accounting hedge type classifies Debt security issued (by the reporting agent),12,1,,,
Accounting hedge indicator,AAF36D56-1761-3296-FE65-4400277E3F66,1187,,AD909C61-3FC2-EC62-3190-271AD516B596,514,Y,Domain,,,,,67BB8028-D0A7-E1BE-DD13-29EB4D4788D9,9,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accounting hedge indicator,String,,,,,ACCNTNG_HDG_INDCTR,,,Accounting hedge type,P,,,1,1,,,
Accounting standard for consolidated reporting,D98A54C0-EB57-7198-28DB-7831FCB5CD41,1188,,17039BAE-7EF6-28A0-D828-A8FD8EAAACF4,1045,N,Domain,,,,,E121E041-B09C-AB9A-70C9-78308EDD10E8,8,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,N,Accounting framework,String,,,,,ACCNTNG_STNDRD_CNLDTD_RPRTNG,,,Reporting agent internal group role,,,,3,1,,,
Accounting standard for solo reporting,E3FB17F9-76E2-292C-969D-651E1D8EDD4B,1189,,17039BAE-7EF6-28A0-D828-A8FD8EAAACF4,1045,N,Domain,,,,,E121E041-B09C-AB9A-70C9-78308EDD10E8,8,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,N,Accounting framework,String,,,,,ACCNTNG_STNDRD_SOLO_RPRTNG,,,Reporting agent internal group role,,,,2,1,,,
Accounting standard for statistical reporting,E24C9D53-1822-C78C-53F0-D82E79D9632B,1190,,17039BAE-7EF6-28A0-D828-A8FD8EAAACF4,1045,N,Domain,,,,,E121E041-B09C-AB9A-70C9-78308EDD10E8,8,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,N,Accounting framework,String,,,,,ACCNTNG_STNDRD_STTSTCL_RPRTNG,,,Reporting agent internal group role,,,,1,1,,,
Accounting treatment (CRR Group),3213D364-38A8-2789-3C7C-4EBBDCCA7561,1191,,45C47956-ACDB-BEDC-020E-65414D4E5162,1134,Y,Domain,,,,,1b28a0e8-5f83-4153-ae21-722184fc0870,40,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Consolidation method - full domain,String,,,,,ACCNTNG_TRTMNT_CRR,98745910-2C57-1BC6-D5C2-8DA5C3ADA2EB,3397,"Subsidiary, joint venture and associate Other organisation role assignment",,F,"Accounting treatment (CRR Group) is assigned to Subsidiary, joint venture and associate Other organisation role assignment",5,1,,,
Accounting treatment (CRR Group),8837E250-33C1-ACB3-87AE-EFDB9183E55F,1192,,D4848F38-00F2-2B92-AC67-3608A3A9D351,515,Y,Domain,,,,,1b28a0e8-5f83-4153-ae21-722184fc0870,40,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Consolidation method - full domain,String,,,,,ACCNTNG_TRTMNT_CRR,,,Accounting treatment,P,,,1,1,,,
Accounting treatment (IFRS Group),863B1455-2DEB-3DD2-087B-0A15B6375933,1193,,45C47956-ACDB-BEDC-020E-65414D4E5162,1134,Y,Domain,,,,,1b28a0e8-5f83-4153-ae21-722184fc0870,40,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Consolidation method - full domain,String,,,,,ACCNTNG_TRTMNT_IFRS,FAE0B995-045D-9589-7FC5-333F36DE8484,3398,"Subsidiary, joint venture and associate Other organisation role assignment",,F,"Accounting treatment (IFRS Group) is applied to Subsidiary, joint venture and associate Other organisation role assignment",4,1,,,
Accounting treatment (IFRS Group),D52B4485-D9CD-25E9-5D0C-2D236E950084,1194,,97705EED-666F-D9CB-7639-1297FC2C6448,516,Y,Domain,,,,,1b28a0e8-5f83-4153-ae21-722184fc0870,40,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Consolidation method - full domain,String,,,,,ACCNTNG_TRTMNT_IFRS,,,Accounting treatment (IFRS Group),P,,,1,1,,,
Accrued interest,A2A4610C-F3C0-9089-A80B-B03AFF8DD2FD,1195,,D7BDFB5B-E6FB-5321-B6D9-C3EC8E5DC392,803,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCRD_INTRST,,,Long debt security position Prudential portfolio assignment Accounting classification for financial assets assignment,,,,3,,,,
Accrued interest,A2579EB2-16D1-C197-D64F-CEB4E2ED48D8,1196,,B5819EC6-25AB-CE81-2AF6-A357F93FAD4A,544,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCRD_INTRST,,,Balance sheet recognised financial liability instrument,,,,3,,,,
Accrued interest,E8193DA4-D937-FA49-21FC-1A5EE6CAFB6D,1197,,D98528DD-4340-7068-DCF4-FC4EE2F41DB4,540,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCRD_INTRST,,,Balance sheet recognised financial asset instrument,,,,5,,,,
Accrued interests for market values indicator,54099028-4CE8-77ED-49D4-A28420D81B1F,1198,,A02BF830-A5C0-4692-FF4D-EE79688737AD,1081,Y,Domain,,,,,6C1310BC-9BCB-EAB6-C7AD-8D72C67626A3,11,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accrued interests for market values indicator,String,,,,,ACCRD_INTRST_MRKT_VL_INDCTR,6AF96AAA-E35F-F0B2-BFAF-5BF0B6DFB870,3399,Security derived data,,F,Accrued interests for market values type specifies Security derived data,6,1,,,
Accrued interests for market values indicator,5AD06642-B5A1-497E-023A-0C9BFF5CCEEE,1199,,908258D6-A4BC-8E0B-4E13-D039589530A2,517,Y,Domain,,,,,6C1310BC-9BCB-EAB6-C7AD-8D72C67626A3,11,A3A3C77D-0366-9768-FF89-1C25E56881C8,506,,,,,,,,,Y,Accrued interests for market values indicator,String,,,,,ACCRD_INTRST_MRKT_VL_INDCTR,,,Accrued interests for market values type,P,,,1,1,,,
Accumulated changes in fair value,BD98F00D-D361-2B2A-26F1-855D7717C089,1200,,EA26AC91-1C56-4FDD-5A1D-14F80815289D,681,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Fair-valued debt security issued,,,,2,,2,,
Accumulated changes in fair value,3261AD23-B03E-4DCC-68C8-20C22C3207B5,1201,,FB69AB11-CA2F-CB73-8B7F-7D06ABB9DDE3,583,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Credit facility,,,,15,,2,,
Accumulated changes in fair value,EEA12B2B-FE94-FB1F-FF59-7934961A4449,1202,,48CBAABC-6FF9-AF5D-78F3-AA15DAFFEF70,1102,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Short security position,,,,2,,2,,
Accumulated changes in fair value,F654A593-4D6A-F3BC-B9E9-6283748B2CA8,1203,,D7BDFB5B-E6FB-5321-B6D9-C3EC8E5DC392,803,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Long debt security position Prudential portfolio assignment Accounting classification for financial assets assignment,,,,4,,2,,
Accumulated changes in fair value,CC29CB56-AE3B-30C4-8E3F-EE2D4F4ECC87,1204,,F7CE6C6C-5F4E-2BA8-B205-B1E9F0BB3D0E,906,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Off-balance sheet item given instrument,,,,2,,2,,
Accumulated changes in fair value,E530BA18-461D-EA1A-FA43-D6213A654E24,1205,,CD6CA4D6-73F4-227E-86A5-6945C7ACAF0B,678,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Fair-valued balance sheet recognised financial liability instrument,,,,2,,2,,
Accumulated changes in fair value,83CEAAC8-B6FB-20CA-3321-1D121A1A28FE,1206,,25B6E19C-6E87-1205-21A4-D2CBC0F2DA33,675,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Fair-valued balance sheet recognised exchange tradable derivative asset position,,,,4,,2,,
Accumulated changes in fair value,1E26A3F7-9D40-871D-3C77-5A9B53A51189,1207,,6EA2DC76-D934-31FF-0F50-9163379977FB,677,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Fair-valued balance sheet recognised financial asset instrument,,,,4,,,,
Accumulated changes in fair value,9A81F878-F0ED-722C-5CAE-BA73F5DAC7B7,1208,,340FDB13-3D73-19D0-AF2B-2C3001D66BCF,676,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV,,,Fair-valued balance sheet recognised exchange tradable derivative liability position,,,,2,,2,,
Accumulated changes in fair value due to (own) credit risk,E8FE1840-358C-C2F5-79EB-1E90D6AC30E0,1209,,EA26AC91-1C56-4FDD-5A1D-14F80815289D,681,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Fair-valued debt security issued,,,,3,,2,,
Accumulated changes in fair value due to (own) credit risk,645FF14B-3FCB-7659-82E7-D30C60E8032D,1210,,CD6CA4D6-73F4-227E-86A5-6945C7ACAF0B,678,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Fair-valued balance sheet recognised financial liability instrument,,,,3,,2,,
Accumulated changes in fair value due to credit risk,EE21DD97-1324-9615-06F1-3FD6CF80B41E,1211,,FB69AB11-CA2F-CB73-8B7F-7D06ABB9DDE3,583,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Credit facility,,,,16,,2,,
Accumulated changes in fair value due to credit risk,2BB48DC9-915C-4415-F2B6-96EC93C1416C,1212,,D7BDFB5B-E6FB-5321-B6D9-C3EC8E5DC392,803,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Long debt security position Prudential portfolio assignment Accounting classification for financial assets assignment,,,,5,,2,,
Accumulated changes in fair value due to credit risk,65A9C396-650F-DAE1-6295-2D2816821774,1213,,F7CE6C6C-5F4E-2BA8-B205-B1E9F0BB3D0E,906,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Off-balance sheet item given instrument,,,,3,,2,,
Accumulated changes in fair value due to credit risk,A81C1F95-FA13-2531-8E32-D2DD76FC3442,1214,,6EA2DC76-D934-31FF-0F50-9163379977FB,677,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Fair-valued balance sheet recognised financial asset instrument,,,,6,,2,,
Accumulated coverage ratio,0E5983C6-CA6E-FEC8-47FA-2FBD144714EF,1215,,9CEA1E08-F628-512F-3E1B-DD6B6B517EB1,824,N,Domain,,,,,8100266E-F750-48D0-B98A-821400187560,317,LOGDT026,457,,,,,,,,,Y,Real numbers from 0 to 1 with 6 decimals,DECIMAL,,,,,ACCMLTD_CVRG_RT,,,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment derived data,,,,9,,,,
Accumulated coverage ratio,C411E3C3-EC93-A1CF-2799-38805E3B980E,1216,,A81E4DFE-4FFE-9FAD-6247-2B99C23A78FC,795,N,Domain,,,,,8100266E-F750-48D0-B98A-821400187560,317,LOGDT026,457,,,,,,,,,Y,Real numbers from 0 to 1 with 6 decimals,DECIMAL,,,,,ACCMLTD_CVRG_RT,,,Loan (excluding repurchase agreement) and advance derived data,,,,4,,,,
Accumulated equity interest (%),1A88E4F8-85C5-D672-ED9E-16A1B0193F9C,1217,,45C47956-ACDB-BEDC-020E-65414D4E5162,1134,Y,Domain,,,,,8100266E-F750-48D0-B98A-821400187560,317,LOGDT026,457,,,,,,,,,Y,Real numbers from 0 to 1 with 6 decimals,DECIMAL,,,,,ACCMLTD_EQT_INTRST,,,"Subsidiary, joint venture and associate Other organisation role assignment",,,,2,,,,
Accumulated fair value changes of the exposure due to credit risk,4A0B1F45-91DB-6E5C-D55E-24319EA3D198,1218,,10A66D43-AE97-1283-BB36-783CFA5BC04C,1005,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,"Property, plant and equipment taken into possession",,,,12,,2,,
Accumulated fair value changes of the exposure due to credit risk,446E063E-FBA3-9818-FBB7-19FAA250B92A,1219,,1FCEB37F-535E-BA6E-EB2C-DBF39EEF2D10,565,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Collateral obtained by taking possession,,,,5,,2,,
Accumulated fair value changes of the exposure due to credit risk,33EF904C-1169-BAA0-BA3F-3D6D00CBA549,1220,,36DA9513-C66D-3F21-18D2-4E13D4F72A9E,568,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Collateral received instrument obtained by taking possession,,,,3,,2,,
Accumulated fair value changes of the exposure due to credit risk,4D1033DF-50BA-8903-C3C2-056DFEAFF582,1221,,805D616B-5BB7-EE55-F9D7-3F0C202B2069,937,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Other intangible asset taken into possession,,,,13,,2,,
Accumulated fair value changes of the exposure due to credit risk,C3B779BF-C555-C06E-FEED-0D1A82F56C2C,1222,,83BD9E3D-9162-6135-AA39-8A67303EF955,943,Y,Domain,,,,,14C89E8C-F57F-4505-832D-C97676924FD1,280,LOGDT026,457,,,,,,,,,Y,Positive and negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNGS_FV_CR,,,Other non-financial asset taken into possession before the period,,,,4,,2,,
Accumulated impairment,C8A66029-35AE-A326-38DA-4F144BC8505B,1223,,17E1B4A1-D286-0C7B-412E-060CBFE6C8A5,823,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_IMPRMNT,,,Long security position Prudential Portfolio assignment Accounting classification for financial assets assignment,,,,21,,,,
Accumulated impairment,FFD1B52D-0CD8-1CE7-5AD4-4F81AA248F13,1224,,D98528DD-4340-7068-DCF4-FC4EE2F41DB4,540,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_IMPRMNT,,,Balance sheet recognised financial asset instrument,,,,9,,,,
Accumulated negative changes,9EDB9B29-D003-EC11-4B16-7CB0178511E6,1225,,3569BB8E-5D43-6526-6423-BEB32DF1DF4A,566,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNG_NGTV,,,Collateral obtained by taking possession derived data,,,,4,,,,
Accumulated negative changes,1DF52C0B-2EC0-E95D-9E1B-2BEF41CD9E0D,1226,,7948F8F0-FB50-4C0D-2B08-191CFA43BB8A,569,Y,Domain,,,,,FAA20A39-31D6-458E-8297-A7FD01A6501F,224,LOGDT026,457,,,,,,,,,Y,Non-negative monetary amounts with 2 decimals,DECIMAL,,,,,ACCMLTD_CHNG_NGTV,,,Collateral received instrument obtained by taking possession derived data,,,,5,,,,
