Logical_Model_ID,Num_Logical_Model_ID,Logical_Model_Name,Logical_Object_ID,Num_Logical_Object_ID,Logical_Object_Name,Relational_Model_ID,Num_Relational_Model_ID,Relational_Model_Name,Relational_Object_ID,Num_Relational_Object_ID,Relational_Object_Name,Entity_Name,Table_Name,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6E14ED0C-FC7D-E84D-8BCC-75F75C5E8B83,756,Internal group,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,6B4D0588-B5AB-C5AF-517F-8F13B440B868,0,Group,Internal group,Group,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6E2A2446-E3D4-94A4-9AA3-9747B2674865,1601,Debtor Party Reference date,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,043BC289-0072-6058-97E6-427C52F880A4,0,Reference_date,Credit facility Debtor assignment,Credit_facility_Entity_role_assignment,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6E741B29-1598-CBA9-0174-11C13D6C7465,2207,Loan debtor Party identifier,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,94E9389C-F751-F289-1AB4-A6A171B31C5D,0,Party_identifier,Credit card debt Debtor assignment,Instrument_Entity_role_assignment,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EA2DC76-D934-31FF-0F50-9163379977FB,677,Fair-valued balance sheet recognised financial asset instrument,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,E4ECA80C-B195-ECA5-7DAA-08639AE840DD,0,Abstract_instrument_role,Fair-valued balance sheet recognised financial asset instrument,Abstract_instrument_role,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EAFCA4A-19AA-1F50-DD36-16F2365205C1,1278,Asset pool identifier,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,E0DD5C7D-5B0E-59C8-1874-75E4E0FBDDDA,0,Asset_pool_identifier,Asset pool (subject to a Securitisation and other credit transfer),Asset_pool_(subject_to_a_Securitisation_and_other_credit_transfer),
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EE096A9-02AD-C249-2AA8-33BBCD40DF1A,1402,City / town / village,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,A3841CF5-03EF-EDB1-4D93-87CDB7CB6AD8,0,City_/_town_/_village,Non-European Union member party,Party,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EECA4B7-DEBD-853D-56C9-AC4C7DEE524F,730,Immaterial rights as collateral,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,5A7C2E0D-9C17-FE97-F41F-9EE48382EABE,0,Collateral,Immaterial rights as collateral,Collateral,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EEE9DB7-67AC-D2CA-13A9-4ED84E7604F3,667,Exchange tradable derivative position as a hedge,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,BFE9AE8B-F417-FA2E-77F7-449DECE8CA75,0,Exchange_tradable_derivative_position_role,Exchange tradable derivative position as a hedge,Exchange_tradable_derivative_position_role,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6EF4BE21-6C9F-ECE1-8AAD-4381A86750B5,1145,Tax liability,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,C33915A1-317D-32AE-2691-C03245E2B4D3,0,Non-financial_liability,Tax liability,Non-financial_liability,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6F3936EE-EB8C-3F45-8321-DFA4E256B3F2,1776,Fair value,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,1664B487-F120-370C-5B4D-A7EE6FF10403,0,Fair_value,Fair-valued debt security issued,Debt_security_issued_(by_the_reporting_agent),
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6F40BB8A-A953-7C4F-4910-65E9753C72E3,2810,Security Entity role assignment type,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,0D2EBF24-0ACD-BA9F-A579-91B4B0938D6D,0,Security_Entity_role_assignment_type,Security Entity role assignment,Security_Entity_role_assignment,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6F444CE9-26D6-55DC-41C4-B7DDF841A378,3440,Collateral received instrument protects Credit facility Collateral received instrument assignment,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,0E4B9541-22B3-2487-537A-71E3F91B5244,0,Credit_facility_Collateral_received_instrument_assignment_Abstract_instrument_role_FK,,,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6F5056AF-C375-5EB3-4040-02541A2B90BD,989,Performing non-retail exposure class financial asset instrument,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,E4ECA80C-B195-ECA5-7DAA-08639AE840DD,0,Abstract_instrument_role,Performing non-retail exposure class financial asset instrument,Abstract_instrument_role,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6F6AF604-488B-E625-A891-E2C2BF2AE925,1141,Synthetic securitisation,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,C48441F4-F6D1-B736-69D5-5BA890D92A19,0,Synthetic_securitisation,Synthetic securitisation,Synthetic_securitisation,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6FB4196B-0F5B-358F-DF75-091BAFE793DC,898,No registered Postal Code system party,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,FC7FD887-4099-50C9-A876-050AF29CF419,0,Party,No registered Postal Code system party,Party,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6FEC4D2F-6708-E673-5094-AD09DDE915CD,2413,Off-balance instrument reference date,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,E813E0CC-0703-5583-5921-B5915FB4297E,0,Reference_date,Off-balance instrument Collateral assignment,Off-balance_instrument_Collateral_assignment,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,6FFDBD80-635F-521C-37C2-862F1593A5FE,1673,Domestic branch indicator,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,7AE4877F-BF7B-5440-A472-0D55229CBB01,0,Type_of_Party,Branch,Party,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,70004979-0BF5-B3D8-542D-0A190D5BA5BD,2815,Security identifier,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,A51523BE-5988-7E25-6062-2855A82F6AAF,0,Security_identifier,Security and exchange tradable derivative,Security_and_exchange_tradable_derivative,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,700D7AEA-9B3A-9580-C857-84608872F5AE,924,Other commitment,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,1F790052-ACDE-E46C-3946-7DBF8186F98E,0,Instrument,Other commitment,Instrument,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,701B9B15-A3B9-7C21-F03B-0D1DBEB4F656,2926,Share capital,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,1562BB95-7C43-8D47-8186-31ACB9359F72,0,Share_capital,Central bank and private sector company role,Entity_role,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,702BDF14-2CED-668E-3183-54217C0A5CF8,1906,Gross carrying amount,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,8F04F8CC-7A04-7143-1DEC-1620DF5F9EA1,0,Gross_carrying_amount,Other non-financial asset taken into possession before the period,Non-financial_asset,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,702EEFA6-444B-60CD-3E26-A27545DD9C5A,2983,Subject to operating lease indicator,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,765D80B0-876E-E9F3-E0E8-59F2D7B08426,0,Subject_to_operating_lease_indicator,"Property, plant and equipment taken into possession",Non-financial_asset,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,7032DB78-72C5-E5B1-6105-FBCC476339E4,2580,Perpetual debt security indicator,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,39042145-0320-F6D1-2DAE-E35A5AF145CD,0,Perpetual_debt_security_indicator,Debt security,Security_and_exchange_tradable_derivative,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,703944AE-2353-7693-7442-EF412F5CA341,1825,Financial asset instrument individually assessed type,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,1BD96FD4-ADCA-66DE-FA63-618B933898F8,0,"Financial_asset_instrument_type_by_CRR,_Article__(Retail_exposure)",Financial asset instrument individually assessed,Abstract_instrument_role,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,70B0C329-393C-DEF8-21CB-EA02F4E5C163,3196,Instrument hedged by Over the counter (OTC) Derivative PK,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,0120D08C-1E9C-4A3B-3F7E-6A1C08B97C99,0,Instrument_hedged_by_Over_the_counter_(OTC)_Derivative_PK,Instrument hedged by Over the counter (OTC) Derivative,Instrument_hedged_by_Over_the_counter_(OTC)_Derivative,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,70B6CEE3-F240-8474-C46C-7DAADDA4B9B1,1545,Creditor Party role type,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,AD74D13A-763E-6B77-68A8-A1D36A07A468,0,Party_role_type,Other commitment Creditor assignment,Instrument_Entity_role_assignment,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,70B8789B-4456-D39F-159C-DB2F0D721114,2067,International organisation code,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,E5653DF1-2963-F818-870B-596CA18A1027,0,International_organisation_code,International organisation,Party,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,70FB289D-B03F-3183-2133-75789F14C663,1026,Rating system,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,4BFECBC0-D740-0BA6-B6D6-6475848CFFF2,0,Rating_system,Rating system,Rating_system,
DA75945B-3FE1-4CE1-31BE-32494C407F7E,508,Logical,71286827-914F-8FF0-FA82-A48F24B5FA59,564,Collateral Non-financial asset assignment,4C82EC0E-87DF-70E2-243C-682AA3E09370,0,Input Layer with Full Names 6.4,8358D57C-1AF8-1460-0357-ACF2A19978E0,0,Collateral_Non-financial_asset_assignment,Collateral Non-financial asset assignment,Collateral_Non-financial_asset_assignment,
