MAINTENANCE_AGENCY_ID,VARIABLE_ID,CODE,NAME,DOMAIN_ID,DESCRIPTION,PRIMARY_CONCEPT,IS_DECOMPOSED
ECB,TYP_INSTRMNT,TYP_INSTRMNT,TYP_INSTRMNT,TYP_INSTRMNT,Classification of the instrument according to the type of contractual terms agreed between the parties.,,
