ldm_entity, related_entites
BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM,BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_LN_DBTR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_ASST_PL_SCRTSTN_LDM:BIRD_ASST_PL_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_LDM:BIRD_DSCRNT_EXCSS_SPRD_LDM:BIRD_TRNCH_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_INSTRMNT_RSLTNG_DRCTLY_FNNCL_CNTRCT_LDM:BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_LDM:BIRD_PRTY_LDM:BIRD_PRTY_CD_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM:BIRD_ADVNC_DBTR_ASSGNMNT_LDM:BIRD_ADVNC_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_CRDT_CRD_DBT_DBTR_ASSGNMNT_LDM:BIRD_CRDT_CRD_DBT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_LDM:BIRD_OTHR_CMMTMNT_DBTR_ASSGNMNT_LDM:BIRD_OTHR_CMMTMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_OTHR_LN_DBTR_ASSGNMNT_LDM:BIRD_OTHR_LN_LDM
BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM,
BIRD_CRDT_FCLTY_INTRST_RT_LDM,BIRD_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_LN_DBTR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_ASST_PL_SCRTSTN_LDM:BIRD_ASST_PL_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_LDM:BIRD_DSCRNT_EXCSS_SPRD_LDM:BIRD_TRNCH_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_INSTRMNT_RSLTNG_DRCTLY_FNNCL_CNTRCT_LDM:BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_LDM
BIRD_CRDT_FCLTY_RSK_DT_LDM,BIRD_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_LN_DBTR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_ASST_PL_SCRTSTN_LDM:BIRD_ASST_PL_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_LDM:BIRD_DSCRNT_EXCSS_SPRD_LDM:BIRD_TRNCH_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_INSTRMNT_RSLTNG_DRCTLY_FNNCL_CNTRCT_LDM:BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_LDM
BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM,BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDTR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_LN_DBTR_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_ASST_PL_SCRTSTN_LDM:BIRD_ASST_PL_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_DBT_SCRTY_ISSD_TRDTNL_SCRTSTN_ASSGNMNT_LDM:BIRD_DSCRNT_EXCSS_SPRD_LDM:BIRD_TRNCH_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_TRNCH_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_INSTRMNT_RSLTNG_DRCTLY_FNNCL_CNTRCT_LDM:BIRD_MSTR_AGRMNT_FNNCL_CNTRCT_ASSGNMNT_LDM:BIRD_PRTY_LDM:BIRD_PRTY_CD_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM
BIRD_CRDT_INSTTTN_LDM,BIRD_FNNCL_CRPRTN_LDM:BIRD_CNTRL_BNK_CRPRTN_LDM:BIRD_CNTRL_BNK_PRVT_SCTR_CMPNY_LDM:BIRD_CNTRL_BNK_PRVT_SCTR_CMPNY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_ORGNSTN_LDM:BIRD_ORGNSTN_RL_LDM:BIRD_ORGNSTNL_UNT_LDM:BIRD_PRTY_LDM:BIRD_ORGNSTN_RSK_DT_LDM:BIRD_LGL_PRSN_LDM:BIRD_LGL_PRSN_RL_LDM:BIRD_RTNG_SYSTM_APPLD_LGL_PRSN_LDM:BIRD_PRTY_RL_LDM:BIRD_PRTY_CD_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM:BIRD_RTNG_GRD_OTHR_ORGNSTN_ASSGNMNT_LDM:BIRD_IMMDT_PRNT_ENTRPRS_ASSGNMNT_LDM:BIRD_LNKD_ENTRPRS_ASSGNMNT_LDM:BIRD_PRTNR_ENTRPRS_ASSGNMNT_LDM:BIRD_RTNG_GRD_ISSR_BSD_RTNG_SYSTM_NN_CNTRL_GVRNMNT_LDM:BIRD_RTNG_GRD_ISSR_BSD_RTNG_SYSTM_LDM:BIRD_RTNG_GRD_LDM:BIRD_NN_CNTRL_GVRNMNT_RTNG_SYSTM_LDM:BIRD_ISSR_BSD_RTNG_SYSTM_LDM:BIRD_RTNG_SYSTM_LDM:BIRD_IMMDT_PRTNR_ENTRPRS_LDM:BIRD_LNKD_ENTRPRS_LDM:BIRD_PRTNR_ENTRPRS_LDM:BIRD_NMRC_RTNG_SYSTM_LDM:BIRD_RTNG_AGNCY_LDM
BIRD_CRDT_RSK_MTGTN_ARRGMNT_LDM,BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_PRTCTN_PRVDR_LDM:BIRD_PRTY_RL_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_FNNCL_GRNT_INSTRMNT_PRTCTN_PRVDR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_INVSTR_LDM:BIRD_SCRTY_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM
BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM,BIRD_CLLTRL_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_PRTCTN_PRVDR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM
BIRD_CRDT_SPRD_RSK_NN_SCRTSTN_RSK_FCTR_STNDRDSD_APPRCH_LDM,BIRD_RSK_FAC_SA_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM:BIRD_ISSR_LDM:BIRD_PRTY_RL_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_PRTY_CD_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM:BIRD_CRDT_SPRD_RSK_NN_SCRTSTN_RSK_FCTR_STNDRDSD_APPRCH_LDM:BIRD_EQTY_INSTRMNT_NT_SCRTY_ISSR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_EQT_INSTRMNT_NT_SCRT_LDM:BIRD_INSTRMNT_LDM:BIRD_SCRTY_ISSR_ASSGNMNT_LDM:BIRD_SCRTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_LDM
BIRD_CRDT_TRNSFR_OTHR_SCRTSTN_CVRD_BND_PRGRM_LDM,BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_ASST_PL_CRDT_TRNSFR_LDM:BIRD_ASST_PL_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_ASST_PL_LN_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_INSTRMNT_LDM:BIRD_ASST_PL_EQT_INSTRMNT_NT_SCRT_ASSGNMNT_LDM:BIRD_EQT_INSTRMNT_NT_SCRT_LDM:BIRD_CRDT_TRNSFR_OTHR_SCRTSTN_CVRD_BND_PRGRM_LDM
BIRD_CRDTR_LDM,BIRD_PRTY_RL_LDM:BIRD_PRTY_LDM:BIRD_ENTTY_RL_LDM:BIRD_PRTY_CD_LDM:BIRD_PRTY_PRVS_PRD_DT_LDM:BIRD_PRTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_INSTRMNT_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_CRDTR_LDM:BIRD_ADVNC_CRDTR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_CRD_DBT_CRDTR_ASSGNMNT_LDM:BIRD_OTHR_CMMTMNT_CRDTR_ASSGNMNT_LDM:BIRD_OTHR_LN_CRDTR_ASSGNMNT_LDM:BIRD_ADVNC_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LN_AND_ADVNC_LG_LN_AND_ADVNC_ASSGNMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_ADVNC_DBTR_ASSGNMNT_LDM:BIRD_CRDT_CRD_DBT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_LDM:BIRD_ASST_PL_LN_ASSGNMNT_LDM:BIRD_CRDT_CRD_DBT_DBTR_ASSGNMNT_LDM:BIRD_OTHR_CMMTMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_OTHR_CMMTMNT_DBTR_ASSGNMNT_LDM:BIRD_OTHR_LN_LDM:BIRD_OTHR_LN_DBTR_ASSGNMNT_LDM
BIRD_CRRNCY_CLLTRL_LDM,BIRD_FNNCL_CLLTRL_LDM:BIRD_CLLTRL_ANNX_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_CRDT_RSK_MTGTN_ASSGNMNT_LDM:BIRD_CLLTRL_LDM:BIRD_PRTCTN_PRTCTN_PRVD_ASSGNMNT_LDM:BIRD_PRTCTN_PRVDR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_LDM:BIRD_DBT_SCRTY_PRTCTN_ARRNGMNT_ASSGNMNT_LDM:BIRD_LNG_SCRTY_PSTN_LDM:BIRD_SCRTY_PSTN_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_PSTN_LDM:BIRD_OFF_BLNC_INSTRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_CLLTRL_ASSGNMNT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_CLLTRL_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_CLLTRL_ASSGNMNT_LDM:BIRD_OFF_BLNC_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_LDM:BIRD_INSTRMNT_RSLTNG_CRDT_FCLTY_LDM:BIRD_CRDT_FCLTY_RSK_DT_LDM:BIRD_CRDT_FCLTY_CRDTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_ENTTY_RL_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_DBTR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_SRVCR_ASSGNMNT_LDM:BIRD_CRDT_FCLTY_INTRST_RT_LDM:BIRD_CRDT_FCLTY_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_TRDTNL_SCRTSTN_LDM:BIRD_SCRTSTN_LDM:BIRD_SCRTSN_OTHR_CRDT_TRNSFR_LDM:BIRD_FNNCL_CNTRCT_LDM:BIRD_LN_EXCLDNG_RPRCHS_AGRMNT_AND_ADVNCE_LDM:BIRD_LN_AND_ADVNC_LG_LN_AND_ADVNC_ASSGNMNT_LDM:BIRD_LNG_NN_NGTBL_SCRTY_PSTN_LDM:BIRD_LNG_SCRTY_PSTN_PRDNTL_PRTFL_ASSGNMNT_LDM:BIRD_ASST_PL_DBT_SCRTY_PSTN_ASSGNMNT_LDM:BIRD_INVSTR_LDM:BIRD_SCRTY_LDM:BIRD_SCRTY_EXCHNG_TRDBL_DRVTV_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_FR_SCRTY_PSTNS_LDM:BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM
BIRD_CRRNT_TX_ASST_LDM,BIRD_TS_ASST_LDM:BIRD_NN_FNNCL_ASST_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_CRRNT_TX_LBLTY_LDM,BIRD_TX_LBLTY_LDM:BIRD_NN_FNNCL_LBLTY_LDM:BIRD_NN_FNNCL_ASST_NN_FNNCL_LBLTY_LDM
BIRD_CRVTR_LDM,BIRD_FNDMNTL_RVW_TRDNG_BK_STNDRD_APPRCH_RSK_MSR_LDM:BIRD_RSK_FAC_SA_LDM
BIRD_CSH_HND_LDM,
BIRD_CSH_LG_LDM,BIRD_RPRCHS_AGRMNT_CMPNNT_LDM:BIRD_RPRCHS_AGRMNT_INSTRMNT_LDM:BIRD_SFT_LDM:BIRD_INSTRMNT_LDM:BIRD_INSTRMNT_RL_LDM:BIRD_ABSTRCT_INSTRMNT_RL_LDM:BIRD_INSTRMNT_HDGD_OTC_DRVTV_LDM:BIRD_OTC_DRVTV_HDG_LDM:BIRD_OTC_DRVTV_RL_LDM:BIRD_INSTRMNT_HDGD_EXCHNG_TRDBL_DRVTV_LDM:BIRD_EXCHNG_TRDBL_DRVTV_HDG_PSTN_LDM:BIRD_EXCHNG_TRDBL_DRVTV_POSTN_RL_LDM:BIRD_OTC_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_INSTRMNT_CLLTRL_RCVD_INSTRMNT_ASSGNMNT_LDM:BIRD_CLLTRL_RCVD_INSTRMNT_LDM:BIRD_INSTRMNT_PRTCN_ARRNGMNT_ASSGNMNT_LDM:BIRD_PRTCTN_ARRNGMNT_LDM:BIRD_INSTRMNT_SRVCR_ASSGNMNT_LDM:BIRD_INSTRMNT_ENTTY_RL_ASSGNMNT_LDM:BIRD_SRVCR_LDM:BIRD_PRTY_RL_LDM:BIRD_ENTTY_RL_LDM:BIRD_RPRCHS_AGRMNT_BYR_ASSGNMNT_LDM:BIRD_BUYR_LDM:BIRD_RPRCHS_AGRMNT_SLLR_ASSGNMNT_LDM:BIRD_SLLR_LDM
